solucion,job,operacion,maquina_asignada,costo,tiempo
1,1,1,16,26.00,22.00
1,1,2,15,7.00,55.00
1,1,3,19,14.00,19.00
1,1,4,4,7.00,14.00
1,1,5,7,14.00,86.00
1,1,6,8,19.00,52.00
1,1,7,4,28.00,58.00
1,1,8,12,22.00,70.00
1,1,9,10,5.00,55.00
1,1,10,4,10.00,111.00
1,1,11,15,24.00,21.00
1,1,12,5,39.00,19.00
1,1,13,16,6.00,31.00
1,1,14,4,39.00,30.00
1,1,15,4,10.00,51.00
1,1,16,13,12.00,34.00
1,1,17,3,5.00,132.00
1,1,18,4,21.00,23.00
1,1,19,13,6.00,90.00
1,1,20,1,10.00,33.00
1,2,1,13,7.00,19.00
1,2,2,13,18.00,15.00
1,2,3,17,12.00,22.00
1,2,4,16,6.00,14.00
1,2,5,13,5.00,13.00
1,2,6,20,36.00,33.00
1,2,7,5,44.00,122.00
1,2,8,17,19.00,15.00
1,2,9,6,6.00,56.00
1,2,10,2,7.00,16.00
1,2,11,16,22.00,38.00
1,2,12,1,37.00,16.00
1,2,13,10,11.00,35.00
1,2,14,4,18.00,25.00
1,2,15,6,11.00,60.00
1,2,16,13,6.00,40.00
1,2,17,9,9.00,29.00
1,2,18,17,47.00,49.00
1,2,19,14,11.00,35.00
1,2,20,1,13.00,36.00
1,3,1,10,15.00,32.00
1,3,2,16,10.00,38.00
1,3,3,10,19.00,40.00
1,3,4,3,19.00,13.00
1,3,5,3,6.00,21.00
1,3,6,18,26.00,17.00
1,3,7,13,15.00,57.00
1,3,8,20,5.00,26.00
1,3,9,5,31.00,26.00
1,3,10,12,21.00,15.00
1,3,11,19,6.00,24.00
1,3,12,12,7.00,27.00
1,3,13,12,17.00,13.00
1,3,14,2,12.00,19.00
1,3,15,18,8.00,158.00
1,3,16,8,31.00,16.00
1,3,17,20,11.00,48.00
1,3,18,16,6.00,81.00
1,3,19,6,22.00,40.00
1,3,20,4,11.00,35.00
1,4,1,17,13.00,61.00
1,4,2,8,38.00,44.00
1,4,3,1,17.00,10.00
1,4,4,20,11.00,42.00
1,4,5,7,21.00,28.00
1,4,6,18,13.00,83.00
1,4,7,20,5.00,44.00
1,4,8,12,12.00,76.00
1,4,9,15,5.00,61.00
1,4,10,20,36.00,24.00
1,4,11,7,13.00,25.00
1,4,12,20,14.00,14.00
1,4,13,20,9.00,59.00
1,4,14,20,8.00,42.00
1,4,15,12,7.00,38.00
1,4,16,13,17.00,35.00
1,4,17,20,12.00,10.00
1,4,18,4,24.00,16.00
1,4,19,8,13.00,30.00
1,4,20,6,18.00,28.00
1,5,1,3,14.00,64.00
1,5,2,19,9.00,54.00
1,5,3,13,44.00,66.00
1,5,4,18,33.00,16.00
1,5,5,11,45.00,34.00
1,5,6,1,12.00,43.00
1,5,7,15,28.00,41.00
1,5,8,13,5.00,34.00
1,5,9,20,22.00,70.00
1,5,10,6,17.00,32.00
1,5,11,7,11.00,16.00
1,5,12,5,38.00,15.00
1,5,13,9,7.00,43.00
1,5,14,4,7.00,57.00
1,5,15,10,16.00,15.00
1,5,16,7,7.00,95.00
1,5,17,15,14.00,19.00
1,5,18,3,10.00,35.00
1,5,19,9,39.00,63.00
1,5,20,9,11.00,25.00
1,6,1,12,23.00,74.00
1,6,2,4,8.00,13.00
1,6,3,18,16.00,83.00
1,6,4,19,37.00,89.00
1,6,5,2,5.00,16.00
1,6,6,8,11.00,15.00
1,6,7,5,17.00,18.00
1,6,8,14,13.00,27.00
1,6,9,4,6.00,26.00
1,6,10,1,34.00,19.00
1,6,11,8,41.00,10.00
1,6,12,16,6.00,59.00
1,6,13,4,13.00,14.00
1,6,14,8,8.00,26.00
1,6,15,15,15.00,21.00
1,6,16,2,7.00,104.00
1,6,17,9,28.00,13.00
1,6,18,12,19.00,11.00
1,6,19,8,18.00,44.00
1,6,20,14,5.00,57.00
1,7,1,16,26.00,72.00
1,7,2,11,5.00,115.00
1,7,3,18,7.00,59.00
1,7,4,20,17.00,51.00
1,7,5,7,16.00,70.00
1,7,6,3,12.00,34.00
1,7,7,16,14.00,14.00
1,7,8,15,24.00,31.00
1,7,9,17,13.00,48.00
1,7,10,8,24.00,12.00
1,7,11,20,25.00,88.00
1,7,12,13,8.00,58.00
1,7,13,2,25.00,30.00
1,7,14,13,6.00,12.00
1,7,15,1,9.00,48.00
1,7,16,6,7.00,22.00
1,7,17,19,15.00,49.00
1,7,18,7,16.00,12.00
1,7,19,4,26.00,31.00
1,7,20,20,21.00,42.00
1,8,1,6,8.00,38.00
1,8,2,17,9.00,32.00
1,8,3,13,30.00,47.00
1,8,4,8,6.00,68.00
1,8,5,5,24.00,72.00
1,8,6,19,13.00,62.00
1,8,7,7,15.00,104.00
1,8,8,7,20.00,60.00
1,8,9,10,6.00,20.00
1,8,10,10,21.00,44.00
1,8,11,20,22.00,16.00
1,8,12,12,11.00,33.00
1,8,13,13,7.00,79.00
1,8,14,14,8.00,36.00
1,8,15,7,38.00,55.00
1,8,16,8,19.00,24.00
1,8,17,8,5.00,62.00
1,8,18,18,17.00,80.00
1,8,19,17,6.00,93.00
1,8,20,20,40.00,18.00
1,9,1,6,9.00,54.00
1,9,2,7,7.00,68.00
1,9,3,3,15.00,58.00
1,9,4,4,9.00,26.00
1,9,5,18,9.00,11.00
1,9,6,13,12.00,32.00
1,9,7,20,33.00,49.00
1,9,8,10,15.00,13.00
1,9,9,2,11.00,24.00
1,9,10,1,16.00,48.00
1,9,11,11,9.00,39.00
1,9,12,19,30.00,65.00
1,9,13,2,5.00,37.00
1,9,14,9,26.00,25.00
1,9,15,16,18.00,49.00
1,9,16,6,8.00,25.00
1,9,17,12,5.00,111.00
1,9,18,5,15.00,51.00
1,9,19,10,24.00,12.00
1,9,20,18,23.00,11.00
1,10,1,10,9.00,59.00
1,10,2,9,16.00,54.00
1,10,3,15,5.00,21.00
1,10,4,5,7.00,166.00
1,10,5,10,14.00,15.00
1,10,6,6,9.00,18.00
1,10,7,13,15.00,38.00
1,10,8,16,14.00,76.00
1,10,9,20,16.00,27.00
1,10,10,3,13.00,17.00
1,10,11,3,10.00,65.00
1,10,12,14,18.00,42.00
1,10,13,1,38.00,33.00
1,10,14,11,33.00,21.00
1,10,15,6,11.00,59.00
1,10,16,5,21.00,29.00
1,10,17,5,16.00,12.00
1,10,18,20,15.00,32.00
1,10,19,13,10.00,58.00
1,10,20,7,18.00,37.00
1,11,1,20,12.00,124.00
1,11,2,5,12.00,20.00
1,11,3,12,13.00,16.00
1,11,4,8,26.00,29.00
1,11,5,2,15.00,23.00
1,11,6,18,35.00,183.00
1,11,7,13,11.00,59.00
1,11,8,15,19.00,10.00
1,11,9,14,16.00,52.00
1,11,10,3,30.00,149.00
1,11,11,19,47.00,39.00
1,11,12,10,25.00,68.00
1,11,13,15,13.00,18.00
1,11,14,2,17.00,43.00
1,11,15,20,7.00,60.00
1,11,16,12,21.00,19.00
1,11,17,11,7.00,17.00
1,11,18,14,9.00,47.00
1,11,19,11,12.00,16.00
1,11,20,8,20.00,15.00
1,12,1,4,14.00,77.00
1,12,2,10,12.00,78.00
1,12,3,4,10.00,22.00
1,12,4,8,6.00,29.00
1,12,5,18,27.00,17.00
1,12,6,8,7.00,10.00
1,12,7,7,14.00,94.00
1,12,8,3,16.00,64.00
1,12,9,20,11.00,189.00
1,12,10,4,15.00,43.00
1,12,11,14,12.00,65.00
1,12,12,17,13.00,42.00
1,12,13,18,20.00,89.00
1,12,14,18,29.00,30.00
1,12,15,7,12.00,40.00
1,12,16,4,47.00,21.00
1,12,17,20,34.00,38.00
1,12,18,5,31.00,13.00
1,12,19,18,10.00,15.00
1,12,20,13,7.00,28.00
1,13,1,20,17.00,74.00
1,13,2,20,14.00,62.00
1,13,3,12,6.00,104.00
1,13,4,15,50.00,55.00
1,13,5,15,5.00,41.00
1,13,6,12,6.00,45.00
1,13,7,19,11.00,16.00
1,13,8,9,7.00,50.00
1,13,9,12,8.00,39.00
1,13,10,11,6.00,32.00
1,13,11,5,29.00,16.00
1,13,12,14,11.00,19.00
1,13,13,15,7.00,47.00
1,13,14,7,25.00,47.00
1,13,15,3,9.00,79.00
1,13,16,19,5.00,44.00
1,13,17,2,12.00,12.00
1,13,18,7,6.00,14.00
1,13,19,4,9.00,13.00
1,13,20,13,10.00,100.00
1,14,1,3,16.00,74.00
1,14,2,9,10.00,44.00
1,14,3,14,13.00,24.00
1,14,4,1,17.00,38.00
1,14,5,20,41.00,117.00
1,14,6,17,13.00,87.00
1,14,7,5,6.00,25.00
1,14,8,10,9.00,21.00
1,14,9,15,8.00,21.00
1,14,10,12,7.00,10.00
1,14,11,13,30.00,32.00
1,14,12,9,5.00,118.00
1,14,13,7,10.00,98.00
1,14,14,14,38.00,11.00
1,14,15,3,7.00,53.00
1,14,16,17,16.00,20.00
1,14,17,12,9.00,36.00
1,14,18,1,50.00,27.00
1,14,19,6,9.00,110.00
1,14,20,15,10.00,70.00
1,15,1,7,6.00,44.00
1,15,2,10,10.00,13.00
1,15,3,2,10.00,24.00
1,15,4,20,6.00,29.00
1,15,5,14,11.00,108.00
1,15,6,15,7.00,35.00
1,15,7,6,5.00,58.00
1,15,8,18,24.00,31.00
1,15,9,17,21.00,54.00
1,15,10,10,20.00,12.00
1,15,11,1,11.00,64.00
1,15,12,6,19.00,32.00
1,15,13,5,21.00,57.00
1,15,14,5,37.00,82.00
1,15,15,18,48.00,134.00
1,15,16,9,27.00,36.00
1,15,17,3,26.00,70.00
1,15,18,12,6.00,49.00
1,15,19,18,7.00,16.00
1,15,20,5,12.00,11.00
1,16,1,11,8.00,86.00
1,16,2,8,18.00,28.00
1,16,3,20,14.00,19.00
1,16,4,9,15.00,31.00
1,16,5,14,14.00,87.00
1,16,6,1,14.00,35.00
1,16,7,19,8.00,111.00
1,16,8,16,22.00,84.00
1,16,9,15,14.00,16.00
1,16,10,2,16.00,27.00
1,16,11,1,15.00,49.00
1,16,12,13,23.00,99.00
1,16,13,13,11.00,36.00
1,16,14,7,7.00,24.00
1,16,15,17,8.00,22.00
1,16,16,20,5.00,11.00
1,16,17,7,27.00,10.00
1,16,18,4,6.00,61.00
1,16,19,11,9.00,12.00
1,16,20,7,32.00,56.00
1,17,1,16,5.00,65.00
1,17,2,2,7.00,59.00
1,17,3,7,8.00,29.00
1,17,4,7,11.00,21.00
1,17,5,1,34.00,26.00
1,17,6,11,19.00,84.00
1,17,7,3,6.00,39.00
1,17,8,18,8.00,11.00
1,17,9,2,14.00,27.00
1,17,10,4,10.00,23.00
1,17,11,19,13.00,65.00
1,17,12,8,11.00,20.00
1,17,13,13,6.00,18.00
1,17,14,11,8.00,112.00
1,17,15,19,13.00,33.00
1,17,16,18,15.00,144.00
1,17,17,18,19.00,20.00
1,17,18,16,21.00,27.00
1,17,19,10,6.00,69.00
1,17,20,18,9.00,14.00
1,18,1,5,12.00,76.00
1,18,2,17,5.00,36.00
1,18,3,14,6.00,35.00
1,18,4,9,20.00,39.00
1,18,5,13,5.00,114.00
1,18,6,4,43.00,126.00
1,18,7,10,18.00,53.00
1,18,8,7,7.00,51.00
1,18,9,5,13.00,77.00
1,18,10,14,24.00,44.00
1,18,11,8,23.00,29.00
1,18,12,16,6.00,98.00
1,18,13,20,23.00,22.00
1,18,14,19,10.00,31.00
1,18,15,4,9.00,33.00
1,18,16,10,7.00,60.00
1,18,17,5,16.00,30.00
1,18,18,11,28.00,11.00
1,18,19,6,6.00,20.00
1,18,20,6,5.00,47.00
1,19,1,3,42.00,34.00
1,19,2,14,6.00,54.00
1,19,3,11,6.00,54.00
1,19,4,11,7.00,19.00
1,19,5,18,10.00,79.00
1,19,6,7,46.00,42.00
1,19,7,20,5.00,105.00
1,19,8,7,11.00,10.00
1,19,9,19,15.00,29.00
1,19,10,5,11.00,32.00
1,19,11,11,20.00,56.00
1,19,12,13,7.00,21.00
1,19,13,20,7.00,15.00
1,19,14,1,5.00,28.00
1,19,15,19,8.00,11.00
1,19,16,10,11.00,35.00
1,19,17,11,11.00,32.00
1,19,18,3,29.00,41.00
1,19,19,8,8.00,10.00
1,19,20,6,5.00,95.00
1,20,1,10,28.00,18.00
1,20,2,17,15.00,36.00
1,20,3,1,8.00,26.00
1,20,4,11,16.00,121.00
1,20,5,12,23.00,16.00
1,20,6,13,8.00,14.00
1,20,7,12,5.00,30.00
1,20,8,20,16.00,36.00
1,20,9,6,17.00,55.00
1,20,10,15,27.00,42.00
1,20,11,13,7.00,15.00
1,20,12,9,7.00,38.00
1,20,13,4,20.00,25.00
1,20,14,18,23.00,14.00
1,20,15,16,8.00,51.00
1,20,16,10,9.00,30.00
1,20,17,17,11.00,13.00
1,20,18,9,28.00,36.00
1,20,19,7,26.00,16.00
1,20,20,15,14.00,45.00
1,21,1,5,16.00,16.00
1,21,2,8,8.00,53.00
1,21,3,5,15.00,11.00
1,21,4,2,16.00,61.00
1,21,5,1,5.00,53.00
1,21,6,10,21.00,20.00
1,21,7,18,15.00,24.00
1,21,8,17,9.00,11.00
1,21,9,19,15.00,40.00
1,21,10,12,35.00,77.00
1,21,11,3,26.00,50.00
1,21,12,10,24.00,34.00
1,21,13,6,14.00,36.00
1,21,14,11,9.00,49.00
1,21,15,3,31.00,32.00
1,21,16,17,9.00,10.00
1,21,17,13,9.00,12.00
1,21,18,13,11.00,29.00
1,21,19,6,20.00,55.00
1,21,20,19,5.00,20.00
1,22,1,13,29.00,12.00
1,22,2,13,10.00,10.00
1,22,3,16,9.00,67.00
1,22,4,12,7.00,10.00
1,22,5,1,11.00,60.00
1,22,6,10,18.00,29.00
1,22,7,15,7.00,109.00
1,22,8,7,26.00,63.00
1,22,9,15,16.00,66.00
1,22,10,15,5.00,111.00
1,22,11,14,32.00,32.00
1,22,12,1,31.00,38.00
1,22,13,15,6.00,37.00
1,22,14,4,14.00,26.00
1,22,15,11,15.00,47.00
1,22,16,12,8.00,34.00
1,22,17,14,14.00,11.00
1,22,18,6,8.00,44.00
1,22,19,2,8.00,66.00
1,22,20,11,30.00,29.00
1,23,1,12,20.00,67.00
1,23,2,18,18.00,16.00
1,23,3,3,18.00,34.00
1,23,4,18,11.00,24.00
1,23,5,3,11.00,23.00
1,23,6,2,6.00,113.00
1,23,7,9,5.00,44.00
1,23,8,1,14.00,27.00
1,23,9,14,14.00,14.00
1,23,10,16,6.00,16.00
1,23,11,1,9.00,87.00
1,23,12,11,7.00,84.00
1,23,13,4,24.00,17.00
1,23,14,18,6.00,38.00
1,23,15,9,6.00,60.00
1,23,16,12,14.00,69.00
1,23,17,12,18.00,13.00
1,23,18,18,23.00,51.00
1,23,19,2,42.00,47.00
1,23,20,13,11.00,35.00
1,24,1,4,6.00,45.00
1,24,2,3,8.00,114.00
1,24,3,3,49.00,83.00
1,24,4,4,18.00,39.00
1,24,5,20,5.00,60.00
1,24,6,14,15.00,20.00
1,24,7,7,5.00,147.00
1,24,8,19,9.00,11.00
1,24,9,1,7.00,75.00
1,24,10,8,25.00,10.00
1,24,11,11,11.00,74.00
1,24,12,2,9.00,32.00
1,24,13,16,5.00,49.00
1,24,14,4,10.00,145.00
1,24,15,5,12.00,27.00
1,24,16,12,6.00,18.00
1,24,17,5,5.00,27.00
1,24,18,11,6.00,12.00
1,24,19,9,6.00,37.00
1,24,20,1,13.00,36.00
1,25,1,2,13.00,40.00
1,25,2,6,10.00,19.00
1,25,3,1,33.00,10.00
1,25,4,7,19.00,17.00
1,25,5,12,5.00,20.00
1,25,6,13,12.00,59.00
1,25,7,19,19.00,35.00
1,25,8,2,9.00,33.00
1,25,9,15,11.00,19.00
1,25,10,16,6.00,90.00
1,25,11,12,15.00,17.00
1,25,12,10,18.00,13.00
1,25,13,3,44.00,46.00
1,25,14,15,7.00,51.00
1,25,15,13,10.00,42.00
1,25,16,7,13.00,61.00
1,25,17,13,8.00,120.00
1,25,18,1,8.00,24.00
1,25,19,11,5.00,19.00
1,25,20,17,12.00,40.00
1,26,1,14,39.00,69.00
1,26,2,6,16.00,25.00
1,26,3,15,8.00,36.00
1,26,4,3,14.00,105.00
1,26,5,3,15.00,47.00
1,26,6,20,27.00,58.00
1,26,7,3,14.00,79.00
1,26,8,11,20.00,69.00
1,26,9,14,23.00,55.00
1,26,10,8,24.00,42.00
1,26,11,9,9.00,29.00
1,26,12,12,19.00,14.00
1,26,13,1,11.00,32.00
1,26,14,3,12.00,19.00
1,26,15,3,9.00,12.00
1,26,16,11,7.00,75.00
1,26,17,6,20.00,24.00
1,26,18,20,5.00,10.00
1,26,19,15,21.00,37.00
1,26,20,4,12.00,27.00
1,27,1,15,5.00,16.00
1,27,2,9,30.00,25.00
1,27,3,2,24.00,70.00
1,27,4,4,11.00,46.00
1,27,5,5,12.00,17.00
1,27,6,14,36.00,26.00
1,27,7,12,17.00,46.00
1,27,8,17,12.00,79.00
1,27,9,20,11.00,32.00
1,27,10,1,25.00,16.00
1,27,11,2,38.00,17.00
1,27,12,5,10.00,59.00
1,27,13,15,24.00,112.00
1,27,14,8,7.00,22.00
1,27,15,2,9.00,85.00
1,27,16,7,5.00,25.00
1,27,17,14,20.00,13.00
1,27,18,13,6.00,32.00
1,27,19,6,26.00,15.00
1,27,20,4,10.00,16.00
1,28,1,1,22.00,11.00
1,28,2,20,17.00,93.00
1,28,3,14,8.00,10.00
1,28,4,7,19.00,36.00
1,28,5,9,33.00,19.00
1,28,6,5,17.00,23.00
1,28,7,3,5.00,88.00
1,28,8,15,9.00,32.00
1,28,9,11,10.00,39.00
1,28,10,19,9.00,29.00
1,28,11,13,17.00,43.00
1,28,12,19,22.00,39.00
1,28,13,13,11.00,113.00
1,28,14,9,20.00,29.00
1,28,15,9,11.00,30.00
1,28,16,17,15.00,101.00
1,28,17,8,20.00,20.00
1,28,18,2,14.00,53.00
1,28,19,9,10.00,50.00
1,28,20,2,6.00,79.00
1,29,1,18,11.00,45.00
1,29,2,5,21.00,35.00
1,29,3,18,19.00,49.00
1,29,4,17,16.00,11.00
1,29,5,3,8.00,37.00
1,29,6,19,6.00,43.00
1,29,7,11,30.00,70.00
1,29,8,10,30.00,21.00
1,29,9,13,24.00,36.00
1,29,10,2,16.00,33.00
1,29,11,17,10.00,63.00
1,29,12,8,5.00,32.00
1,29,13,4,16.00,23.00
1,29,14,13,5.00,58.00
1,29,15,14,20.00,24.00
1,29,16,4,20.00,11.00
1,29,17,12,5.00,87.00
1,29,18,7,26.00,97.00
1,29,19,7,6.00,24.00
1,29,20,14,24.00,36.00
1,30,1,7,22.00,17.00
1,30,2,18,5.00,49.00
1,30,3,14,7.00,141.00
1,30,4,12,9.00,22.00
1,30,5,13,45.00,31.00
1,30,6,18,17.00,53.00
1,30,7,11,19.00,49.00
1,30,8,20,8.00,43.00
1,30,9,1,13.00,56.00
1,30,10,6,7.00,54.00
1,30,11,20,22.00,37.00
1,30,12,17,20.00,14.00
1,30,13,8,18.00,18.00
1,30,14,20,8.00,12.00
1,30,15,13,7.00,75.00
1,30,16,16,29.00,20.00
1,30,17,5,35.00,33.00
1,30,18,11,9.00,22.00
1,30,19,13,17.00,121.00
1,30,20,10,9.00,60.00
1,31,1,11,5.00,44.00
1,31,2,9,10.00,74.00
1,31,3,4,7.00,20.00
1,31,4,12,9.00,61.00
1,31,5,11,23.00,57.00
1,31,6,3,5.00,38.00
1,31,7,11,8.00,14.00
1,31,8,8,14.00,102.00
1,31,9,3,24.00,132.00
1,31,10,3,8.00,20.00
1,31,11,15,9.00,84.00
1,31,12,4,26.00,77.00
1,31,13,7,28.00,55.00
1,31,14,5,5.00,22.00
1,31,15,5,6.00,11.00
1,31,16,8,5.00,27.00
1,31,17,13,18.00,38.00
1,31,18,14,28.00,51.00
1,31,19,6,22.00,30.00
1,31,20,19,9.00,27.00
1,32,1,14,6.00,96.00
1,32,2,19,15.00,76.00
1,32,3,11,19.00,12.00
1,32,4,20,5.00,76.00
1,32,5,19,5.00,22.00
1,32,6,7,5.00,31.00
1,32,7,9,10.00,10.00
1,32,8,11,9.00,54.00
1,32,9,20,49.00,181.00
1,32,10,14,5.00,85.00
1,32,11,4,7.00,42.00
1,32,12,13,18.00,169.00
1,32,13,3,16.00,10.00
1,32,14,4,35.00,50.00
1,32,15,17,20.00,20.00
1,32,16,9,11.00,13.00
1,32,17,5,5.00,48.00
1,32,18,15,6.00,85.00
1,32,19,14,32.00,48.00
1,32,20,16,15.00,30.00
1,33,1,2,8.00,44.00
1,33,2,1,8.00,76.00
1,33,3,20,7.00,86.00
1,33,4,10,10.00,105.00
1,33,5,20,7.00,17.00
1,33,6,5,12.00,91.00
1,33,7,8,9.00,13.00
1,33,8,6,8.00,23.00
1,33,9,18,6.00,12.00
1,33,10,18,5.00,13.00
1,33,11,7,11.00,17.00
1,33,12,4,9.00,192.00
1,33,13,5,7.00,31.00
1,33,14,8,14.00,57.00
1,33,15,8,9.00,32.00
1,33,16,14,18.00,146.00
1,33,17,15,12.00,23.00
1,33,18,12,6.00,29.00
1,33,19,15,37.00,77.00
1,33,20,7,13.00,26.00
1,34,1,13,6.00,23.00
1,34,2,11,36.00,56.00
1,34,3,1,6.00,41.00
1,34,4,9,14.00,19.00
1,34,5,17,13.00,38.00
1,34,6,10,16.00,30.00
1,34,7,4,10.00,13.00
1,34,8,10,13.00,26.00
1,34,9,5,10.00,27.00
1,34,10,20,9.00,24.00
1,34,11,5,5.00,10.00
1,34,12,12,20.00,105.00
1,34,13,6,6.00,92.00
1,34,14,4,5.00,14.00
1,34,15,12,8.00,34.00
1,34,16,7,29.00,16.00
1,34,17,14,23.00,38.00
1,34,18,16,8.00,28.00
1,34,19,20,13.00,13.00
1,34,20,7,14.00,63.00
1,35,1,18,11.00,45.00
1,35,2,4,9.00,14.00
1,35,3,4,5.00,41.00
1,35,4,18,7.00,10.00
1,35,5,20,6.00,84.00
1,35,6,8,9.00,42.00
1,35,7,7,7.00,20.00
1,35,8,1,6.00,100.00
1,35,9,16,35.00,31.00
1,35,10,11,9.00,33.00
1,35,11,8,48.00,13.00
1,35,12,12,47.00,13.00
1,35,13,14,14.00,45.00
1,35,14,16,20.00,92.00
1,35,15,10,10.00,13.00
1,35,16,19,6.00,45.00
1,35,17,5,45.00,44.00
1,35,18,11,26.00,38.00
1,35,19,1,12.00,11.00
1,35,20,10,49.00,31.00
1,36,1,1,13.00,12.00
1,36,2,18,11.00,11.00
1,36,3,12,11.00,11.00
1,36,4,20,28.00,19.00
1,36,5,4,27.00,84.00
1,36,6,16,46.00,27.00
1,36,7,16,5.00,64.00
1,36,8,10,28.00,62.00
1,36,9,3,12.00,142.00
1,36,10,17,8.00,73.00
1,36,11,11,27.00,13.00
1,36,12,13,20.00,57.00
1,36,13,8,18.00,57.00
1,36,14,18,10.00,10.00
1,36,15,2,5.00,11.00
1,36,16,13,9.00,11.00
1,36,17,18,8.00,15.00
1,36,18,8,5.00,31.00
1,36,19,19,31.00,24.00
1,36,20,5,25.00,10.00
1,37,1,19,8.00,14.00
1,37,2,2,6.00,95.00
1,37,3,19,15.00,18.00
1,37,4,17,44.00,11.00
1,37,5,18,13.00,14.00
1,37,6,9,31.00,20.00
1,37,7,1,11.00,50.00
1,37,8,5,6.00,75.00
1,37,9,12,29.00,16.00
1,37,10,4,11.00,48.00
1,37,11,9,18.00,19.00
1,37,12,15,9.00,38.00
1,37,13,9,19.00,54.00
1,37,14,2,10.00,21.00
1,37,15,12,18.00,35.00
1,37,16,18,22.00,49.00
1,37,17,19,15.00,53.00
1,37,18,17,7.00,58.00
1,37,19,4,27.00,49.00
1,37,20,19,7.00,25.00
1,38,1,11,10.00,29.00
1,38,2,3,11.00,46.00
1,38,3,15,5.00,36.00
1,38,4,20,12.00,14.00
1,38,5,14,6.00,47.00
1,38,6,4,49.00,38.00
1,38,7,16,5.00,107.00
1,38,8,2,15.00,29.00
1,38,9,1,10.00,70.00
1,38,10,20,30.00,12.00
1,38,11,18,7.00,11.00
1,38,12,5,10.00,101.00
1,38,13,7,34.00,18.00
1,38,14,2,8.00,66.00
1,38,15,8,9.00,73.00
1,38,16,7,6.00,56.00
1,38,17,10,11.00,31.00
1,38,18,4,12.00,57.00
1,38,19,10,15.00,31.00
1,38,20,3,5.00,37.00
1,39,1,7,5.00,15.00
1,39,2,11,6.00,82.00
1,39,3,4,8.00,13.00
1,39,4,15,26.00,11.00
1,39,5,15,21.00,21.00
1,39,6,6,13.00,13.00
1,39,7,14,25.00,32.00
1,39,8,10,18.00,71.00
1,39,9,10,8.00,85.00
1,39,10,10,5.00,48.00
1,39,11,17,20.00,51.00
1,39,12,11,11.00,48.00
1,39,13,16,12.00,96.00
1,39,14,6,15.00,31.00
1,39,15,15,7.00,49.00
1,39,16,14,20.00,28.00
1,39,17,6,12.00,95.00
1,39,18,11,8.00,14.00
1,39,19,1,13.00,25.00
1,39,20,11,6.00,15.00
1,40,1,17,26.00,14.00
1,40,2,11,6.00,10.00
1,40,3,1,12.00,42.00
1,40,4,10,8.00,25.00
1,40,5,9,31.00,11.00
1,40,6,18,6.00,40.00
1,40,7,10,23.00,30.00
1,40,8,4,9.00,30.00
1,40,9,17,5.00,17.00
1,40,10,15,11.00,13.00
1,40,11,20,17.00,46.00
1,40,12,6,14.00,101.00
1,40,13,20,18.00,55.00
1,40,14,11,10.00,33.00
1,40,15,19,5.00,12.00
1,40,16,14,33.00,18.00
1,40,17,17,22.00,11.00
1,40,18,17,16.00,62.00
1,40,19,16,7.00,21.00
1,40,20,2,20.00,25.00
1,41,1,13,9.00,28.00
1,41,2,1,13.00,19.00
1,41,3,5,8.00,93.00
1,41,4,13,8.00,37.00
1,41,5,4,37.00,87.00
1,41,6,11,25.00,14.00
1,41,7,15,25.00,44.00
1,41,8,5,5.00,20.00
1,41,9,5,9.00,59.00
1,41,10,1,26.00,66.00
1,41,11,2,18.00,30.00
1,41,12,4,16.00,38.00
1,41,13,1,5.00,49.00
1,41,14,9,23.00,93.00
1,41,15,8,12.00,21.00
1,41,16,8,16.00,46.00
1,41,17,14,9.00,15.00
1,41,18,15,5.00,22.00
1,41,19,2,16.00,13.00
1,41,20,19,15.00,43.00
1,42,1,1,19.00,30.00
1,42,2,18,24.00,42.00
1,42,3,19,35.00,52.00
1,42,4,4,26.00,16.00
1,42,5,4,16.00,27.00
1,42,6,10,9.00,44.00
1,42,7,18,8.00,37.00
1,42,8,6,5.00,25.00
1,42,9,18,27.00,140.00
1,42,10,9,16.00,62.00
1,42,11,10,9.00,50.00
1,42,12,13,11.00,106.00
1,42,13,14,5.00,19.00
1,42,14,16,9.00,11.00
1,42,15,11,15.00,48.00
1,42,16,7,14.00,41.00
1,42,17,5,15.00,80.00
1,42,18,19,15.00,37.00
1,42,19,2,21.00,28.00
1,42,20,11,16.00,10.00
1,43,1,8,19.00,15.00
1,43,2,19,48.00,41.00
1,43,3,1,12.00,33.00
1,43,4,4,20.00,15.00
1,43,5,9,16.00,56.00
1,43,6,11,14.00,58.00
1,43,7,9,16.00,11.00
1,43,8,12,7.00,77.00
1,43,9,20,6.00,66.00
1,43,10,4,33.00,20.00
1,43,11,20,5.00,42.00
1,43,12,3,8.00,12.00
1,43,13,4,35.00,44.00
1,43,14,14,5.00,48.00
1,43,15,18,13.00,19.00
1,43,16,11,12.00,43.00
1,43,17,7,11.00,24.00
1,43,18,18,11.00,16.00
1,43,19,2,5.00,65.00
1,43,20,2,16.00,29.00
1,44,1,1,14.00,50.00
1,44,2,9,15.00,31.00
1,44,3,20,22.00,55.00
1,44,4,14,11.00,16.00
1,44,5,16,26.00,33.00
1,44,6,14,11.00,44.00
1,44,7,17,18.00,50.00
1,44,8,14,5.00,81.00
1,44,9,7,7.00,21.00
1,44,10,2,15.00,19.00
1,44,11,6,8.00,18.00
1,44,12,20,10.00,42.00
1,44,13,16,25.00,20.00
