solucion,job,operacion,maquina_asignada,costo,tiempo
72,1,1,1,29.00,119.00
72,1,2,2,30.00,70.00
72,1,3,1,9.00,97.00
72,2,1,1,18.00,95.00
72,2,2,3,20.00,94.00
72,2,3,3,12.00,53.00
72,3,1,1,5.00,155.00
72,3,2,3,21.00,28.00
72,3,3,1,28.00,90.00
72,4,1,1,16.00,30.00
72,4,2,1,50.00,45.00
72,4,3,1,15.00,16.00
73,1,1,2,20.00,173.00
73,1,2,3,20.00,186.00
73,1,3,1,9.00,97.00
73,2,1,1,18.00,95.00
73,2,2,3,20.00,94.00
73,2,3,3,12.00,53.00
73,3,1,1,5.00,155.00
73,3,2,3,21.00,28.00
73,3,3,3,8.00,178.00
73,4,1,2,9.00,39.00
73,4,2,2,16.00,161.00
73,4,3,1,15.00,16.00
74,1,1,1,29.00,119.00
74,1,2,2,30.00,70.00
74,1,3,3,32.00,44.00
74,2,1,1,18.00,95.00
74,2,2,3,20.00,94.00
74,2,3,3,12.00,53.00
74,3,1,1,5.00,155.00
74,3,2,3,21.00,28.00
74,3,3,1,28.00,90.00
74,4,1,1,16.00,30.00
74,4,2,3,38.00,94.00
74,4,3,1,15.00,16.00
75,1,1,2,20.00,173.00
75,1,2,2,30.00,70.00
75,1,3,1,9.00,97.00
75,2,1,1,18.00,95.00
75,2,2,3,20.00,94.00
75,2,3,3,12.00,53.00
75,3,1,1,5.00,155.00
75,3,2,3,21.00,28.00
75,3,3,1,28.00,90.00
75,4,1,1,16.00,30.00
75,4,2,2,16.00,161.00
75,4,3,1,15.00,16.00
76,1,1,2,20.00,173.00
76,1,2,3,20.00,186.00
76,1,3,1,9.00,97.00
76,2,1,1,18.00,95.00
76,2,2,3,20.00,94.00
76,2,3,3,12.00,53.00
76,3,1,1,5.00,155.00
76,3,2,3,21.00,28.00
76,3,3,3,8.00,178.00
76,4,1,1,16.00,30.00
76,4,2,2,16.00,161.00
76,4,3,1,15.00,16.00
77,1,1,2,20.00,173.00
77,1,2,2,30.00,70.00
77,1,3,1,9.00,97.00
77,2,1,1,18.00,95.00
77,2,2,3,20.00,94.00
77,2,3,3,12.00,53.00
77,3,1,1,5.00,155.00
77,3,2,3,21.00,28.00
77,3,3,1,28.00,90.00
77,4,1,2,9.00,39.00
77,4,2,2,16.00,161.00
77,4,3,1,15.00,16.00
78,1,1,1,29.00,119.00
78,1,2,2,30.00,70.00
78,1,3,3,32.00,44.00
78,2,1,1,18.00,95.00
78,2,2,3,20.00,94.00
78,2,3,1,33.00,13.00
78,3,1,1,5.00,155.00
78,3,2,3,21.00,28.00
78,3,3,1,28.00,90.00
78,4,1,1,16.00,30.00
78,4,2,1,50.00,45.00
78,4,3,1,15.00,16.00
79,1,1,1,29.00,119.00
79,1,2,2,30.00,70.00
79,1,3,1,9.00,97.00
79,2,1,1,18.00,95.00
79,2,2,3,20.00,94.00
79,2,3,3,12.00,53.00
79,3,1,1,5.00,155.00
79,3,2,3,21.00,28.00
79,3,3,1,28.00,90.00
79,4,1,1,16.00,30.00
79,4,2,3,38.00,94.00
79,4,3,1,15.00,16.00
80,1,1,1,29.00,119.00
80,1,2,2,30.00,70.00
80,1,3,3,32.00,44.00
80,2,1,1,18.00,95.00
80,2,2,3,20.00,94.00
80,2,3,1,33.00,13.00
80,3,1,1,5.00,155.00
80,3,2,3,21.00,28.00
80,3,3,2,40.00,78.00
80,4,1,2,9.00,39.00
80,4,2,1,50.00,45.00
80,4,3,1,15.00,16.00
