Seed,Popsize,Ngen,Pcross,Pmut,Cost,Time,CrowdingDistance
0.330000,1000,4000,0.9,0.01,51381.00,56550.00,0.013794
0.330000,1000,4000,0.9,0.01,19851.00,182981.00,0.016207
0.330000,1000,4000,0.9,0.01,21478.00,155817.00,0.024253
0.330000,1000,4000,0.9,0.01,25149.00,93260.00,0.018951
0.330000,1000,4000,0.9,0.01,42568.00,62207.00,0.031130
0.330000,1000,4000,0.9,0.01,31325.00,71085.00,0.027329
0.330000,1000,4000,0.9,0.01,36476.00,67943.00,0.014142
0.330000,1000,4000,0.9,0.01,15504.00,255056.00,0.015466
0.330000,1000,4000,0.9,0.01,66043.00,42943.00,0.008137
0.330000,1000,4000,0.9,0.01,34799.00,69968.00,0.008798
0.330000,1000,4000,0.9,0.01,17900.00,216269.00,0.019165
0.330000,1000,4000,0.9,0.01,21805.00,153033.00,0.018599
0.330000,1000,4000,0.9,0.01,17180.00,230725.00,0.012853
0.330000,1000,4000,0.9,0.01,20307.00,176508.00,0.013318
0.330000,1000,4000,0.9,0.01,23706.00,121322.00,0.017180
0.330000,1000,4000,0.9,0.01,56011.00,51357.00,0.018840
0.330000,1000,4000,0.9,0.01,47578.00,58043.00,0.018942
0.330000,1000,4000,0.9,0.01,63907.00,44549.00,0.013348
0.330000,1000,4000,0.9,0.01,25742.00,88703.00,0.037899
0.330000,1000,4000,0.9,0.01,37461.00,67902.00,0.011260
0.330000,1000,4000,0.9,0.01,18758.00,203033.00,0.014894
0.330000,1000,4000,0.9,0.01,15019.00,255309.00,100000000000000.000000
0.330000,1000,4000,0.9,0.01,48584.00,57791.00,0.017415
0.330000,1000,4000,0.9,0.01,44859.00,61585.00,0.002442
0.330000,1000,4000,0.9,0.01,22851.00,136278.00,0.010975
0.330000,1000,4000,0.9,0.01,66316.00,42384.00,0.006239
0.330000,1000,4000,0.9,0.01,24164.00,113478.00,0.012898
0.330000,1000,4000,0.9,0.01,44876.00,61418.00,0.007056
0.330000,1000,4000,0.9,0.01,60933.00,47743.00,0.026219
0.330000,1000,4000,0.9,0.01,24410.00,108423.00,0.007855
0.330000,1000,4000,0.9,0.01,20850.00,170355.00,0.005952
0.330000,1000,4000,0.9,0.01,37606.00,67735.00,0.006099
0.330000,1000,4000,0.9,0.01,63219.00,45214.00,0.011487
0.330000,1000,4000,0.9,0.01,63107.00,46213.00,0.009831
0.330000,1000,4000,0.9,0.01,53704.00,54425.00,0.009247
0.330000,1000,4000,0.9,0.01,54016.00,54396.00,0.008232
0.330000,1000,4000,0.9,0.01,20737.00,171906.00,0.006594
0.330000,1000,4000,0.9,0.01,55325.00,52354.00,0.011941
0.330000,1000,4000,0.9,0.01,16669.00,238852.00,0.012811
0.330000,1000,4000,0.9,0.01,20932.00,167488.00,0.009899
0.330000,1000,4000,0.9,0.01,64297.00,43891.00,0.006793
0.330000,1000,4000,0.9,0.01,19171.00,199604.00,0.007531
0.330000,1000,4000,0.9,0.01,19748.00,185944.00,0.021381
0.330000,1000,4000,0.9,0.01,21394.00,161806.00,0.017229
0.330000,1000,4000,0.9,0.01,35217.00,69805.00,0.010934
0.330000,1000,4000,0.9,0.01,23865.00,118297.00,0.013106
0.330000,1000,4000,0.9,0.01,33129.00,70872.00,0.019675
0.330000,1000,4000,0.9,0.01,24914.00,103880.00,0.005854
0.330000,1000,4000,0.9,0.01,33296.00,70707.00,0.009735
0.330000,1000,4000,0.9,0.01,22264.00,145247.00,0.010584
0.330000,1000,4000,0.9,0.01,51638.00,56378.00,0.004480
0.330000,1000,4000,0.9,0.01,67064.00,41416.00,0.009617
0.330000,1000,4000,0.9,0.01,20302.00,179282.00,0.010994
0.330000,1000,4000,0.9,0.01,24954.00,103376.00,0.002712
0.330000,1000,4000,0.9,0.01,24352.00,109977.00,0.010606
0.330000,1000,4000,0.9,0.01,38038.00,67645.00,0.011498
0.330000,1000,4000,0.9,0.01,23088.00,132179.00,0.022462
0.330000,1000,4000,0.9,0.01,29128.00,73406.00,0.011471
0.330000,1000,4000,0.9,0.01,20858.00,169836.00,0.007427
0.330000,1000,4000,0.9,0.01,57033.00,51254.00,0.021398
0.330000,1000,4000,0.9,0.01,15627.00,251138.00,0.017206
0.330000,1000,4000,0.9,0.01,50251.00,56622.00,0.022317
0.330000,1000,4000,0.9,0.01,17078.00,234832.00,0.010399
0.330000,1000,4000,0.9,0.01,35917.00,69631.00,0.010300
0.330000,1000,4000,0.9,0.01,57989.00,49028.00,0.019599
0.330000,1000,4000,0.9,0.01,16253.00,239467.00,0.017380
0.330000,1000,4000,0.9,0.01,20587.00,172118.00,0.007927
0.330000,1000,4000,0.9,0.01,19428.00,193286.00,0.010334
0.330000,1000,4000,0.9,0.01,18506.00,209009.00,0.006571
0.330000,1000,4000,0.9,0.01,55323.00,53678.00,0.005460
0.330000,1000,4000,0.9,0.01,47058.00,59684.00,0.014061
0.330000,1000,4000,0.9,0.01,22832.00,139140.00,0.011714
0.330000,1000,4000,0.9,0.01,55075.00,53681.00,0.008941
0.330000,1000,4000,0.9,0.01,23557.00,125091.00,0.007543
0.330000,1000,4000,0.9,0.01,23704.00,125047.00,0.010156
0.330000,1000,4000,0.9,0.01,30459.00,73094.00,0.010407
0.330000,1000,4000,0.9,0.01,30617.00,72326.00,0.012916
0.330000,1000,4000,0.9,0.01,25072.00,103360.00,0.006434
0.330000,1000,4000,0.9,0.01,25110.00,101242.00,0.011736
0.330000,1000,4000,0.9,0.01,25135.00,97621.00,0.012407
0.330000,1000,4000,0.9,0.01,25111.00,98457.00,0.008631
0.330000,1000,4000,0.9,0.01,21948.00,152586.00,0.009027
0.330000,1000,4000,0.9,0.01,30128.00,72213.00,0.079770
0.330000,1000,4000,0.9,0.01,44854.00,61726.00,0.030349
0.330000,1000,4000,0.9,0.01,22642.00,138879.00,0.025201
0.330000,1000,4000,0.9,0.01,57822.00,50879.00,0.011412
0.550000,1000,4000,0.9,0.01,67279.00,41906.00,0.010280
0.550000,1000,4000,0.9,0.01,20490.00,166973.00,0.036373
0.550000,1000,4000,0.9,0.01,18711.00,203959.00,0.007686
0.550000,1000,4000,0.9,0.01,33162.00,70508.00,0.013186
0.550000,1000,4000,0.9,0.01,56630.00,51128.00,0.014899
0.550000,1000,4000,0.9,0.01,55559.00,51779.00,0.013988
0.550000,1000,4000,0.9,0.01,24720.00,102605.00,0.015875
0.550000,1000,4000,0.9,0.01,22025.00,151002.00,0.004846
0.550000,1000,4000,0.9,0.01,43757.00,62451.00,0.013012
0.550000,1000,4000,0.9,0.01,54073.00,52512.00,0.019781
0.550000,1000,4000,0.9,0.01,24067.00,112324.00,0.018517
0.550000,1000,4000,0.9,0.01,67358.00,41075.00,0.001378
0.550000,1000,4000,0.9,0.01,18184.00,212803.00,0.013790
0.550000,1000,4000,0.9,0.01,64409.00,43272.00,0.018035
0.550000,1000,4000,0.9,0.01,19646.00,190369.00,0.004895
0.550000,1000,4000,0.9,0.01,58999.00,49565.00,0.011263
0.550000,1000,4000,0.9,0.01,17148.00,230100.00,0.007608
0.550000,1000,4000,0.9,0.01,19705.00,189223.00,0.014935
0.550000,1000,4000,0.9,0.01,58179.00,50333.00,0.005280
0.550000,1000,4000,0.9,0.01,62550.00,45535.00,0.019965
0.550000,1000,4000,0.9,0.01,17619.00,218552.00,0.014047
0.550000,1000,4000,0.9,0.01,15700.00,251973.00,0.009132
0.550000,1000,4000,0.9,0.01,17036.00,231533.00,0.006564
0.550000,1000,4000,0.9,0.01,46602.00,60131.00,0.008786
0.550000,1000,4000,0.9,0.01,33310.00,70407.00,0.007172
0.550000,1000,4000,0.9,0.01,22539.00,141336.00,0.022831
0.550000,1000,4000,0.9,0.01,15505.00,255095.00,0.002089
0.550000,1000,4000,0.9,0.01,21476.00,156045.00,0.033634
0.550000,1000,4000,0.9,0.01,47264.00,58976.00,0.004345
0.550000,1000,4000,0.9,0.01,18618.00,205484.00,0.008908
0.550000,1000,4000,0.9,0.01,57554.00,50659.00,0.007558
0.550000,1000,4000,0.9,0.01,29639.00,73190.00,0.040949
0.550000,1000,4000,0.9,0.01,60228.00,47069.00,0.015625
0.550000,1000,4000,0.9,0.01,17404.00,220567.00,0.026738
0.550000,1000,4000,0.9,0.01,20428.00,179329.00,0.033822
0.550000,1000,4000,0.9,0.01,45439.00,60609.00,0.006174
0.550000,1000,4000,0.9,0.01,15994.00,246511.00,0.019903
0.550000,1000,4000,0.9,0.01,22291.00,145165.00,0.019451
0.550000,1000,4000,0.9,0.01,33747.00,69821.00,0.025586
0.550000,1000,4000,0.9,0.01,22588.00,136537.00,0.020393
0.550000,1000,4000,0.9,0.01,58120.00,50431.00,0.005885
0.550000,1000,4000,0.9,0.01,25599.00,87667.00,0.036423
0.550000,1000,4000,0.9,0.01,24951.00,100393.00,0.025092
0.550000,1000,4000,0.9,0.01,19855.00,183273.00,0.005772
0.550000,1000,4000,0.9,0.01,48944.00,58009.00,0.012543
0.550000,1000,4000,0.9,0.01,52648.00,54735.00,0.008833
0.550000,1000,4000,0.9,0.01,61300.00,46733.00,0.025703
0.550000,1000,4000,0.9,0.01,22217.00,149609.00,0.003516
0.550000,1000,4000,0.9,0.01,19420.00,196416.00,0.011932
0.550000,1000,4000,0.9,0.01,16176.00,243049.00,0.012935
0.550000,1000,4000,0.9,0.01,43719.00,63199.00,0.015564
0.550000,1000,4000,0.9,0.01,67379.00,40725.00,0.004259
0.550000,1000,4000,0.9,0.01,16339.00,242350.00,0.007374
0.550000,1000,4000,0.9,0.01,38958.00,66599.00,0.016666
0.550000,1000,4000,0.9,0.01,18138.00,214994.00,0.009052
0.550000,1000,4000,0.9,0.01,32163.00,71376.00,0.038016
0.550000,1000,4000,0.9,0.01,18803.00,202929.00,0.010754
0.550000,1000,4000,0.9,0.01,25353.00,88156.00,0.014362
0.550000,1000,4000,0.9,0.01,56887.00,50816.00,0.009900
0.550000,1000,4000,0.9,0.01,36944.00,68428.00,0.020121
0.550000,1000,4000,0.9,0.01,15815.00,251259.00,0.005321
0.550000,1000,4000,0.9,0.01,57615.00,50551.00,0.005927
0.550000,1000,4000,0.9,0.01,55329.00,51809.00,0.015873
0.550000,1000,4000,0.9,0.01,18102.00,216371.00,0.004770
0.550000,1000,4000,0.9,0.01,18565.00,208408.00,0.005148
0.550000,1000,4000,0.9,0.01,23439.00,124926.00,0.017876
0.550000,1000,4000,0.9,0.01,35601.00,68796.00,0.033722
0.550000,1000,4000,0.9,0.01,50258.00,57480.00,0.012754
0.550000,1000,4000,0.9,0.01,19070.00,197400.00,0.013492
0.550000,1000,4000,0.9,0.01,63000.00,45115.00,0.011262
0.550000,1000,4000,0.9,0.01,18480.00,209073.00,0.005548
0.550000,1000,4000,0.9,0.01,21806.00,151233.00,0.016925
0.550000,1000,4000,0.9,0.01,63531.00,44713.00,0.012000
0.550000,1000,4000,0.9,0.01,20870.00,165455.00,0.008652
0.550000,1000,4000,0.9,0.01,22216.00,150671.00,0.002838
0.550000,1000,4000,0.9,0.01,22240.00,149253.00,0.002796
0.550000,1000,4000,0.9,0.01,19576.00,190804.00,0.006674
0.550000,1000,4000,0.9,0.01,15605.00,254335.00,0.008084
0.550000,1000,4000,0.9,0.01,29734.00,72803.00,0.028279
0.550000,1000,4000,0.9,0.01,15564.00,254901.00,0.002715
0.550000,1000,4000,0.9,0.01,19782.00,184485.00,0.015221
0.550000,1000,4000,0.9,0.01,16738.00,236518.00,0.012150
0.550000,1000,4000,0.9,0.01,15898.00,250492.00,0.012712
0.550000,1000,4000,0.9,0.01,20114.00,182018.00,0.007748
0.550000,1000,4000,0.9,0.01,23927.00,118236.00,0.005653
0.550000,1000,4000,0.9,0.01,21361.00,163913.00,0.021881
0.550000,1000,4000,0.9,0.01,46638.00,60120.00,0.001699
0.550000,1000,4000,0.9,0.01,66478.00,42047.00,0.015494
0.550000,1000,4000,0.9,0.01,23647.00,120665.00,0.013819
0.550000,1000,4000,0.9,0.01,47266.00,58680.00,0.011788
0.550000,1000,4000,0.9,0.01,67331.00,41122.00,0.002680
0.550000,1000,4000,0.9,0.01,58563.00,49976.00,0.009601
0.550000,1000,4000,0.9,0.01,50494.00,56268.00,0.014456
0.550000,1000,4000,0.9,0.01,21027.00,165450.00,0.005709
0.550000,1000,4000,0.9,0.01,19529.00,192767.00,0.008182
0.550000,1000,4000,0.9,0.01,41285.00,64674.00,0.009478
0.550000,1000,4000,0.9,0.01,40607.00,64684.00,0.013362
0.550000,1000,4000,0.9,0.01,16646.00,237562.00,0.010251
0.550000,1000,4000,0.9,0.01,37417.00,67588.00,0.020078
0.550000,1000,4000,0.9,0.01,38712.00,67041.00,0.016991
0.550000,1000,4000,0.9,0.01,42319.00,63680.00,0.010179
0.550000,1000,4000,0.9,0.01,40088.00,65513.00,0.020167
0.550000,1000,4000,0.9,0.01,49498.00,57672.00,0.013759
0.550000,1000,4000,0.9,0.01,64142.00,44637.00,0.007962
0.550000,1000,4000,0.9,0.01,15019.00,255300.00,100000000000000.000000
0.550000,1000,4000,0.9,0.01,19478.00,193931.00,0.009497
0.550000,1000,4000,0.9,0.01,16991.00,232286.00,0.005543
0.550000,1000,4000,0.9,0.01,15423.00,255222.00,0.005111
0.550000,1000,4000,0.9,0.01,24292.00,107182.00,0.028755
0.550000,1000,4000,0.9,0.01,67440.00,39575.00,100000000000000.000000
0.550000,1000,4000,0.9,0.01,20199.00,180368.00,0.009227
0.550000,1000,4000,0.9,0.01,17316.00,228841.00,0.021319
0.550000,1000,4000,0.9,0.01,19992.00,182859.00,0.005379
0.550000,1000,4000,0.9,0.01,64209.00,44068.00,0.005710
0.550000,1000,4000,0.9,0.01,17256.00,229156.00,0.004520
0.550000,1000,4000,0.9,0.01,18604.00,207362.00,0.007283
0.550000,1000,4000,0.9,0.01,24822.00,102514.00,0.003552
0.550000,1000,4000,0.9,0.01,46768.00,60081.00,0.004983
0.550000,1000,4000,0.9,0.01,18968.00,200377.00,0.015362
0.550000,1000,4000,0.9,0.01,24039.00,114130.00,0.012298
0.550000,1000,4000,0.9,0.01,45331.00,61196.00,0.009397
0.550000,1000,4000,0.9,0.01,53130.00,54523.00,0.008389
0.550000,1000,4000,0.9,0.01,22262.00,148588.00,0.009961
0.550000,1000,4000,0.9,0.01,24934.00,101953.00,0.006146
0.550000,1000,4000,0.9,0.01,22196.00,150747.00,0.002589
0.550000,1000,4000,0.9,0.01,44769.00,61906.00,0.017922
0.550000,1000,4000,0.9,0.01,21332.00,164893.00,0.006748
0.550000,1000,4000,0.9,0.01,16805.00,232974.00,0.012222
0.550000,1000,4000,0.9,0.01,16391.00,239513.00,0.009826
0.550000,1000,4000,0.9,0.01,23859.00,119213.00,0.006342
0.550000,1000,4000,0.9,0.01,41511.00,64315.00,0.012166
0.550000,1000,4000,0.9,0.01,23033.00,125851.00,0.026226
0.550000,1000,4000,0.9,0.01,47053.00,59678.00,0.007292
0.550000,1000,4000,0.9,0.01,23743.00,120215.00,0.005387
0.550000,1000,4000,0.9,0.01,65864.00,42768.00,0.008292
0.550000,1000,4000,0.9,0.01,42341.00,63339.00,0.014468
0.550000,1000,4000,0.9,0.01,45763.00,60310.00,0.012201
0.550000,1000,4000,0.9,0.01,25126.00,91917.00,0.032197
0.550000,1000,4000,0.9,0.01,18360.00,209958.00,0.011469
0.550000,1000,4000,0.9,0.01,22855.00,133838.00,0.029012
0.550000,1000,4000,0.9,0.01,51422.00,56033.00,0.020354
0.550000,1000,4000,0.9,0.01,65832.00,42966.00,0.015046
0.550000,1000,4000,0.9,0.01,52401.00,55334.00,0.014702
0.550000,1000,4000,0.9,0.01,16389.00,240744.00,0.007071
0.550000,1000,4000,0.9,0.01,53761.00,53891.00,0.010355
0.550000,1000,4000,0.9,0.01,53416.00,54276.00,0.007483
0.550000,1000,4000,0.9,0.01,48356.00,58384.00,0.017560
0.550000,1000,4000,0.9,0.01,18032.00,217091.00,0.008427
0.550000,1000,4000,0.9,0.01,18033.00,216620.00,0.002336
0.550000,1000,4000,0.9,0.01,60184.00,48882.00,0.011355
0.550000,1000,4000,0.9,0.01,59557.00,49207.00,0.012886
0.550000,1000,4000,0.9,0.01,24006.00,117379.00,0.010585
0.550000,1000,4000,0.9,0.01,21425.00,161658.00,0.019333
0.550000,1000,4000,0.9,0.01,24706.00,105230.00,0.014691
0.550000,1000,4000,0.9,0.01,44172.00,61977.00,0.010916
0.550000,1000,4000,0.9,0.01,53381.00,52951.00,0.018955
0.550000,1000,4000,0.9,0.01,38704.00,67173.00,0.013620
0.670000,1000,4000,0.9,0.01,64479.00,44835.00,0.003552
0.670000,1000,4000,0.9,0.01,18099.00,214637.00,0.007419
0.670000,1000,4000,0.9,0.01,17633.00,221549.00,0.013670
0.670000,1000,4000,0.9,0.01,33741.00,70711.00,0.013393
0.670000,1000,4000,0.9,0.01,18360.00,212004.00,0.007806
0.670000,1000,4000,0.9,0.01,25704.00,85700.00,0.033155
0.670000,1000,4000,0.9,0.01,58653.00,49530.00,0.007047
0.670000,1000,4000,0.9,0.01,28908.00,73561.00,0.019753
0.670000,1000,4000,0.9,0.01,47006.00,58010.00,0.014078
0.670000,1000,4000,0.9,0.01,20334.00,174816.00,0.025219
0.670000,1000,4000,0.9,0.01,31942.00,72307.00,0.004298
0.670000,1000,4000,0.9,0.01,19320.00,196292.00,0.009322
0.670000,1000,4000,0.9,0.01,53166.00,54290.00,0.011816
0.670000,1000,4000,0.9,0.01,17004.00,234408.00,0.006746
0.670000,1000,4000,0.9,0.01,19675.00,189040.00,0.001048
0.670000,1000,4000,0.9,0.01,22672.00,139433.00,0.012707
0.670000,1000,4000,0.9,0.01,45573.00,61303.00,0.005697
0.670000,1000,4000,0.9,0.01,22036.00,148240.00,0.029001
0.670000,1000,4000,0.9,0.01,56144.00,52306.00,0.007780
0.670000,1000,4000,0.9,0.01,23361.00,124912.00,0.030147
0.670000,1000,4000,0.9,0.01,43837.00,63047.00,0.006845
0.670000,1000,4000,0.9,0.01,31173.00,73264.00,0.008806
0.670000,1000,4000,0.9,0.01,54966.00,52860.00,0.015577
0.670000,1000,4000,0.9,0.01,15564.00,254427.00,0.002367
0.670000,1000,4000,0.9,0.01,18001.00,216149.00,0.012214
0.670000,1000,4000,0.9,0.01,46788.00,59366.00,0.008371
0.670000,1000,4000,0.9,0.01,54205.00,53845.00,0.003618
0.670000,1000,4000,0.9,0.01,23538.00,120457.00,0.016724
0.670000,1000,4000,0.9,0.01,65599.00,43409.00,0.007057
0.670000,1000,4000,0.9,0.01,64399.00,44894.00,0.014072
0.670000,1000,4000,0.9,0.01,17062.00,231907.00,0.003574
0.670000,1000,4000,0.9,0.01,60403.00,47955.00,0.001882
0.670000,1000,4000,0.9,0.01,49718.00,57542.00,0.018369
0.670000,1000,4000,0.9,0.01,16819.00,237234.00,0.002591
0.670000,1000,4000,0.9,0.01,18262.00,214022.00,0.006691
0.670000,1000,4000,0.9,0.01,15566.00,254360.00,0.003416
0.670000,1000,4000,0.9,0.01,24092.00,115145.00,0.010910
0.670000,1000,4000,0.9,0.01,25325.00,90418.00,0.010113
0.670000,1000,4000,0.9,0.01,50083.00,56933.00,0.008823
0.670000,1000,4000,0.9,0.01,43164.00,63514.00,0.006129
0.670000,1000,4000,0.9,0.01,63034.00,44960.00,0.021752
0.670000,1000,4000,0.9,0.01,18651.00,205484.00,0.017441
0.670000,1000,4000,0.9,0.01,17264.00,229561.00,0.011228
0.670000,1000,4000,0.9,0.01,15884.00,247372.00,0.017477
0.670000,1000,4000,0.9,0.01,15019.00,255326.00,100000000000000.000000
0.670000,1000,4000,0.9,0.01,46237.00,60067.00,0.007355
0.670000,1000,4000,0.9,0.01,59970.00,48264.00,0.012546
0.670000,1000,4000,0.9,0.01,20010.00,183378.00,0.012555
0.670000,1000,4000,0.9,0.01,17605.00,223773.00,0.013805
0.670000,1000,4000,0.9,0.01,18370.00,208966.00,0.011776
0.670000,1000,4000,0.9,0.01,54321.00,53370.00,0.007631
0.670000,1000,4000,0.9,0.01,18821.00,201029.00,0.002979
0.670000,1000,4000,0.9,0.01,54300.00,53412.00,0.002207
0.670000,1000,4000,0.9,0.01,41332.00,63665.00,0.024618
0.670000,1000,4000,0.9,0.01,32134.00,71398.00,0.007478
0.670000,1000,4000,0.9,0.01,21253.00,163042.00,0.011311
0.670000,1000,4000,0.9,0.01,25266.00,93496.00,0.015541
0.670000,1000,4000,0.9,0.01,15836.00,251370.00,0.007928
0.670000,1000,4000,0.9,0.01,52970.00,54598.00,0.003401
0.670000,1000,4000,0.9,0.01,24575.00,104052.00,0.015410
0.670000,1000,4000,0.9,0.01,16704.00,237259.00,0.002607
0.670000,1000,4000,0.9,0.01,23770.00,119379.00,0.007855
0.670000,1000,4000,0.9,0.01,25134.00,96338.00,0.014865
0.670000,1000,4000,0.9,0.01,45338.00,61419.00,0.010684
0.670000,1000,4000,0.9,0.01,21298.00,159382.00,0.016840
0.670000,1000,4000,0.9,0.01,19740.00,186597.00,0.008201
0.670000,1000,4000,0.9,0.01,67355.00,40816.00,0.004627
0.670000,1000,4000,0.9,0.01,54038.00,53895.00,0.010941
0.670000,1000,4000,0.9,0.01,24281.00,110485.00,0.011245
0.670000,1000,4000,0.9,0.01,58445.00,49693.00,0.017868
0.670000,1000,4000,0.9,0.01,35039.00,69069.00,0.025758
0.670000,1000,4000,0.9,0.01,28882.00,73660.00,0.031312
0.670000,1000,4000,0.9,0.01,64760.00,43784.00,0.009362
0.670000,1000,4000,0.9,0.01,66030.00,42989.00,0.010926
0.670000,1000,4000,0.9,0.01,16281.00,238049.00,0.018221
0.670000,1000,4000,0.9,0.01,22950.00,132527.00,0.018924
0.670000,1000,4000,0.9,0.01,17000.00,235822.00,0.004211
0.670000,1000,4000,0.9,0.01,34550.00,69862.00,0.014445
0.670000,1000,4000,0.9,0.01,17200.00,230569.00,0.006708
0.670000,1000,4000,0.9,0.01,23146.00,131852.00,0.021568
0.670000,1000,4000,0.9,0.01,62254.00,45452.00,0.014965
0.670000,1000,4000,0.9,0.01,51680.00,56275.00,0.011562
0.670000,1000,4000,0.9,0.01,19670.00,189222.00,0.001657
0.670000,1000,4000,0.9,0.01,25530.00,89357.00,0.006356
0.670000,1000,4000,0.9,0.01,44578.00,61818.00,0.016016
0.670000,1000,4000,0.9,0.01,20222.00,180404.00,0.017915
0.670000,1000,4000,0.9,0.01,19471.00,191192.00,0.010519
0.670000,1000,4000,0.9,0.01,16852.00,236750.00,0.004103
0.670000,1000,4000,0.9,0.01,20680.00,171407.00,0.021150
0.670000,1000,4000,0.9,0.01,24322.00,108296.00,0.017713
0.670000,1000,4000,0.9,0.01,52729.00,54954.00,0.012402
0.670000,1000,4000,0.9,0.01,18793.00,201179.00,0.011946
0.670000,1000,4000,0.9,0.01,31773.00,73235.00,0.006982
0.670000,1000,4000,0.9,0.01,55728.00,52439.00,0.012519
0.670000,1000,4000,0.9,0.01,20718.00,167270.00,0.015815
0.670000,1000,4000,0.9,0.01,22853.00,138812.00,0.017057
0.670000,1000,4000,0.9,0.01,43947.00,62605.00,0.008552
0.670000,1000,4000,0.9,0.01,56761.00,50976.00,0.006413
0.670000,1000,4000,0.9,0.01,43309.00,63239.00,0.007501
0.670000,1000,4000,0.9,0.01,19546.00,189224.00,0.006463
0.670000,1000,4000,0.9,0.01,17120.00,231863.00,0.004417
0.670000,1000,4000,0.9,0.01,64534.00,43917.00,0.005116
0.670000,1000,4000,0.9,0.01,46038.00,60812.00,0.006011
0.670000,1000,4000,0.9,0.01,40434.00,65670.00,0.006123
0.670000,1000,4000,0.9,0.01,16639.00,237618.00,0.005865
0.670000,1000,4000,0.9,0.01,32057.00,72035.00,0.003938
0.670000,1000,4000,0.9,0.01,40513.00,64999.00,0.013212
0.670000,1000,4000,0.9,0.01,19971.00,186470.00,0.010035
0.670000,1000,4000,0.9,0.01,21699.00,157611.00,0.009952
0.670000,1000,4000,0.9,0.01,58963.00,48784.00,0.007114
0.670000,1000,4000,0.9,0.01,25515.00,90157.00,0.004414
0.670000,1000,4000,0.9,0.01,24190.00,112605.00,0.012602
0.670000,1000,4000,0.9,0.01,21792.00,157121.00,0.004696
0.670000,1000,4000,0.9,0.01,19714.00,188951.00,0.006282
0.670000,1000,4000,0.9,0.01,36642.00,67357.00,0.031205
0.670000,1000,4000,0.9,0.01,25667.00,88040.00,0.010135
0.670000,1000,4000,0.9,0.01,18299.00,212573.00,0.004941
0.670000,1000,4000,0.9,0.01,61812.00,46388.00,0.012030
0.670000,1000,4000,0.9,0.01,59186.00,48654.00,0.010810
0.670000,1000,4000,0.9,0.01,15745.00,253698.00,0.009504
0.670000,1000,4000,0.9,0.01,56710.00,52011.00,0.005463
0.670000,1000,4000,0.9,0.01,22159.00,142115.00,0.026476
0.670000,1000,4000,0.9,0.01,23845.00,118331.00,0.008795
0.670000,1000,4000,0.9,0.01,17347.00,226329.00,0.016666
0.670000,1000,4000,0.9,0.01,60358.00,48064.00,0.004846
0.670000,1000,4000,0.9,0.01,61364.00,46980.00,0.015870
0.670000,1000,4000,0.9,0.01,50816.00,56585.00,0.016757
0.670000,1000,4000,0.9,0.01,60444.00,47606.00,0.011425
0.670000,1000,4000,0.9,0.01,42741.00,63546.00,0.017823
0.670000,1000,4000,0.9,0.01,30928.00,73557.00,0.022291
0.670000,1000,4000,0.9,0.01,46503.00,59552.00,0.006880
0.670000,1000,4000,0.9,0.01,21857.00,153386.00,0.018610
0.670000,1000,4000,0.9,0.01,21797.00,155988.00,0.004299
0.670000,1000,4000,0.9,0.01,18358.00,212285.00,0.001900
0.670000,1000,4000,0.9,0.01,66330.00,41703.00,0.016752
0.670000,1000,4000,0.9,0.01,18648.00,208108.00,0.010750
0.670000,1000,4000,0.9,0.01,15451.00,254908.00,0.007282
0.670000,1000,4000,0.9,0.01,33836.00,70351.00,0.009684
0.670000,1000,4000,0.9,0.01,47825.00,57559.00,0.026951
0.670000,1000,4000,0.9,0.01,20113.00,181637.00,0.008914
0.670000,1000,4000,0.9,0.01,17042.00,233084.00,0.006349
0.670000,1000,4000,0.9,0.01,17732.00,218397.00,0.016024
0.670000,1000,4000,0.9,0.01,19426.00,193269.00,0.013259
0.670000,1000,4000,0.9,0.01,56999.00,50433.00,0.019035
0.670000,1000,4000,0.9,0.01,43946.00,62907.00,0.002073
0.670000,1000,4000,0.9,0.01,56474.00,52152.00,0.006082
0.670000,1000,4000,0.9,0.01,51751.00,55444.00,0.002971
0.670000,1000,4000,0.9,0.01,21222.00,163950.00,0.009036
0.670000,1000,4000,0.9,0.01,24917.00,98474.00,0.020047
0.670000,1000,4000,0.9,0.01,65406.00,43466.00,0.008871
0.670000,1000,4000,0.9,0.01,22757.00,139093.00,0.003166
0.670000,1000,4000,0.9,0.01,16248.00,243871.00,0.015974
0.670000,1000,4000,0.9,0.01,37616.00,66210.00,0.036262
0.670000,1000,4000,0.9,0.01,16041.00,243954.00,0.011585
0.670000,1000,4000,0.9,0.01,49729.00,57469.00,0.003867
0.670000,1000,4000,0.9,0.01,15847.00,250697.00,0.009723
0.670000,1000,4000,0.9,0.01,51757.00,55310.00,0.010464
0.670000,1000,4000,0.9,0.01,67334.00,41127.00,0.011832
0.670000,1000,4000,0.9,0.01,21800.00,155299.00,0.006602
0.670000,1000,4000,0.9,0.01,24072.00,116827.00,0.009739
0.670000,1000,4000,0.9,0.01,52928.00,54778.00,0.003124
0.670000,1000,4000,0.9,0.01,18893.00,200305.00,0.011213
0.670000,1000,4000,0.9,0.01,24888.00,103976.00,0.016189
0.670000,1000,4000,0.9,0.01,49992.00,57001.00,0.004619
0.670000,1000,4000,0.9,0.01,32555.00,70858.00,0.016919
0.670000,1000,4000,0.9,0.01,31888.00,73194.00,0.003763
0.670000,1000,4000,0.9,0.01,16996.00,236192.00,0.003562
