Seed,Popsize,Ngen,Pcross,Pmut,Cost,Time,CrowdingDistance,ExecTimeSec
0.100000,1000,4000,0.9,0.01,11454.00,33320.00,0.000000,319.020
0.100000,1000,4000,0.9,0.01,6742.00,101239.00,100000000000000.000000,319.020
0.100000,1000,4000,0.9,0.01,9976.00,54072.00,0.001007,319.020
0.100000,1000,4000,0.9,0.01,18242.00,27268.00,0.008219,319.020
0.100000,1000,4000,0.9,0.01,14006.00,31495.00,0.001244,319.020
0.100000,1000,4000,0.9,0.01,24252.00,21617.00,0.003870,319.020
0.100000,1000,4000,0.9,0.01,23925.00,21998.00,0.005934,319.020
0.100000,1000,4000,0.9,0.01,26605.00,19684.00,0.001344,319.020
0.100000,1000,4000,0.9,0.01,19388.00,26123.00,0.008891,319.020
0.100000,1000,4000,0.9,0.01,25717.00,20466.00,0.008266,319.020
0.100000,1000,4000,0.9,0.01,7790.00,85694.00,0.012204,319.020
0.100000,1000,4000,0.9,0.01,7410.00,92008.00,0.005933,319.020
0.100000,1000,4000,0.9,0.01,27216.00,18975.00,0.016210,319.020
0.100000,1000,4000,0.9,0.01,10463.00,47553.00,0.002011,319.020
0.100000,1000,4000,0.9,0.01,9810.00,56210.00,0.004043,319.020
0.100000,1000,4000,0.9,0.01,10180.00,49955.00,0.010269,319.020
0.100000,1000,4000,0.9,0.01,10795.00,43351.00,0.006430,319.020
0.100000,1000,4000,0.9,0.01,6834.00,100635.00,0.006340,319.020
0.100000,1000,4000,0.9,0.01,20720.00,24672.00,0.012203,319.020
0.100000,1000,4000,0.9,0.01,14851.00,30534.00,0.008118,319.020
0.100000,1000,4000,0.9,0.01,19402.00,25685.00,0.008369,319.020
0.100000,1000,4000,0.9,0.01,21208.00,24241.00,0.008016,319.020
0.100000,1000,4000,0.9,0.01,10209.00,49435.00,0.009922,319.020
0.100000,1000,4000,0.9,0.01,19161.00,26186.00,0.007930,319.020
0.100000,1000,4000,0.9,0.01,25272.00,20837.00,0.003468,319.020
0.100000,1000,4000,0.9,0.01,20139.00,25478.00,0.003504,319.020
0.100000,1000,4000,0.9,0.01,7453.00,90898.00,0.006025,319.020
0.100000,1000,4000,0.9,0.01,7276.00,93897.00,0.006562,319.020
0.100000,1000,4000,0.9,0.01,8660.00,72248.00,0.003109,319.020
0.100000,1000,4000,0.9,0.01,7776.00,86291.00,0.004594,319.020
0.100000,1000,4000,0.9,0.01,16120.00,29167.00,0.010032,319.020
0.100000,1000,4000,0.9,0.01,11000.00,40615.00,0.001672,319.020
0.100000,1000,4000,0.9,0.01,24084.00,21903.00,0.001816,319.020
0.100000,1000,4000,0.9,0.01,7437.00,91758.00,0.001460,319.020
0.100000,1000,4000,0.9,0.01,13122.00,32279.00,0.001568,319.020
0.100000,1000,4000,0.9,0.01,8695.00,71947.00,0.003678,319.020
0.100000,1000,4000,0.9,0.01,14580.00,30536.00,0.010599,319.020
0.100000,1000,4000,0.9,0.01,9768.00,57077.00,0.007869,319.020
0.100000,1000,4000,0.9,0.01,15448.00,29779.00,0.009866,319.020
0.100000,1000,4000,0.9,0.01,12423.00,32770.00,0.011772,319.020
0.100000,1000,4000,0.9,0.01,23382.00,22483.00,0.002090,319.020
0.100000,1000,4000,0.9,0.01,7578.00,88969.00,0.008988,319.020
0.100000,1000,4000,0.9,0.01,10609.00,45724.00,0.001736,319.020
0.100000,1000,4000,0.9,0.01,24029.00,21967.00,0.003013,319.020
0.100000,1000,4000,0.9,0.01,24088.00,21855.00,0.003968,319.020
0.100000,1000,4000,0.9,0.01,26529.00,19715.00,0.003018,319.020
0.100000,1000,4000,0.9,0.01,8900.00,66929.00,0.018153,319.020
0.100000,1000,4000,0.9,0.01,13994.00,31544.00,0.004266,319.020
0.100000,1000,4000,0.9,0.01,10687.00,44423.00,0.003121,319.020
0.100000,1000,4000,0.9,0.01,13679.00,31632.00,0.007932,319.020
0.100000,1000,4000,0.9,0.01,12740.00,32534.00,0.011865,319.020
0.100000,1000,4000,0.9,0.01,8092.00,80675.00,0.009989,319.020
0.100000,1000,4000,0.9,0.01,8035.00,82176.00,0.003639,319.020
