Seed,Popsize,Ngen,Pcross,Pmut,Cost,Time,CrowdingDistance,ExecTimeSec
0.100000,1000,4000,0.9,0.01,10690.00,10796.00,0.000000,155.468
0.100000,1000,4000,0.9,0.01,5415.00,18456.00,0.000000,155.468
0.100000,1000,4000,0.9,0.01,4766.00,22286.00,0.001354,155.468
0.100000,1000,4000,0.9,0.01,6430.00,15456.00,0.002950,155.468
0.100000,1000,4000,0.9,0.01,5163.00,19824.00,0.005745,155.468
0.100000,1000,4000,0.9,0.01,3778.00,33326.00,0.010107,155.468
0.100000,1000,4000,0.9,0.01,5221.00,19534.00,0.003169,155.468
0.100000,1000,4000,0.9,0.01,4378.00,25265.00,0.004781,155.468
0.100000,1000,4000,0.9,0.01,7158.00,14024.00,0.001222,155.468
0.100000,1000,4000,0.9,0.01,6560.00,15194.00,0.005889,155.468
0.100000,1000,4000,0.9,0.01,3951.00,30060.00,0.002253,155.468
0.100000,1000,4000,0.9,0.01,10381.00,10919.00,0.002437,155.468
0.100000,1000,4000,0.9,0.01,5281.00,19258.00,0.001539,155.468
0.100000,1000,4000,0.9,0.01,6238.00,15979.00,0.003017,155.468
0.100000,1000,4000,0.9,0.01,3730.00,34648.00,0.005036,155.468
0.100000,1000,4000,0.9,0.01,7045.00,14175.00,0.003803,155.468
0.100000,1000,4000,0.9,0.01,9162.00,11577.00,0.005182,155.468
0.100000,1000,4000,0.9,0.01,4118.00,28053.00,0.002482,155.468
0.100000,1000,4000,0.9,0.01,4035.00,28874.00,0.006093,155.468
0.100000,1000,4000,0.9,0.01,3707.00,34940.00,0.001296,155.468
0.100000,1000,4000,0.9,0.01,5682.00,17556.00,0.002854,155.468
0.100000,1000,4000,0.9,0.01,8835.00,11894.00,0.002074,155.468
0.100000,1000,4000,0.9,0.01,9889.00,11133.00,0.006978,155.468
0.100000,1000,4000,0.9,0.01,5296.00,19159.00,0.003095,155.468
0.100000,1000,4000,0.9,0.01,3849.00,31862.00,0.001238,155.468
0.100000,1000,4000,0.9,0.01,8440.00,12205.00,0.006711,155.468
0.100000,1000,4000,0.9,0.01,6447.00,15435.00,0.003022,155.468
0.100000,1000,4000,0.9,0.01,3994.00,29585.00,0.004201,155.468
