Seed,Popsize,Ngen,Pcross,Pmut,BestCost,BestTime,UniqueSolutions,Hypervolume,Score,ExecTimeSec
0.594808,200,200,0.9,0.01,6742.0,18581.0,115,1.0133,0.477,3.04
