Seed,Popsize,Ngen,Pcross,Pmut,BestCost,BestTime,UniqueSolutions,Hypervolume,Score,ExecTimeSec
0.916593,200,200,0.7,0.01,6742.0,18581.0,131,1.011,0.5084,3.07
